,last_updated,github_link,app_id,category,repo,username,commits,contributors,created_at,forks,stars
157,2016-11-04,https://github.com/SimpleMobileTools/Simple-Music-Player,com.simplemobiletools.musicplayer,Multimedia,Simple-Music-Player,SimpleMobileTools,323.0,9.0,2016-01-10 12:21:23,24.0,38.0
158,2016-11-03,https://github.com/peterosterlund2/droidfish,org.petero.droidfish,Games,droidfish,peterosterlund2,675.0,3.0,2015-03-13 21:14:20,22.0,34.0
159,2016-11-03,https://github.com/cemrich/zapp,de.christinecoenen.code.zapp,Multimedia,zapp,cemrich,119.0,1.0,2016-09-15 11:48:20,3.0,13.0
160,2016-11-03,https://github.com/Glucosio/android,org.glucosio.android,Sports & Health,android,Glucosio,1067.0,27.0,2015-06-15 06:28:27,108.0,218.0
161,2016-11-02,https://github.com/xsoh/Etar-Calendar,ws.xsoh.etar,Time,Etar-Calendar,xsoh,1258.0,59.0,2015-09-04 07:33:25,68.0,189.0
162,2016-11-02,https://github.com/scoute-dich/Baumann_Theme,de.baumann.thema,Theming,Baumann_Theme,scoute-dich,39.0,4.0,2015-10-10 20:20:25,7.0,7.0
163,2016-11-02,https://github.com/ngbvol/Zensuren,com.app.Zensuren,Time,Zensuren,ngbvol,6.0,1.0,2016-10-29 17:36:10,1.0,2.0
164,2016-11-02,https://github.com/naman14/Timber,naman14.timber,Multimedia,Timber,naman14,418.0,25.0,2015-06-12 16:43:55,601.0,2105.0
165,2016-11-02,https://github.com/SufficientlySecure/calendar-import-export,org.sufficientlysecure.ical,Time,calendar-import-export,SufficientlySecure,281.0,3.0,2012-07-25 11:21:25,8.0,19.0
166,2016-11-02,https://github.com/SufficientlySecure/birthday-adapter,org.birthdayadapter,Time,birthday-adapter,SufficientlySecure,241.0,4.0,2012-07-15 15:44:07,14.0,37.0
167,2016-11-01,https://github.com/rdoeffinger/Dictionary,de.reimardoeffinger.quickdic,Reading,Dictionary,rdoeffinger,273.0,10.0,2015-08-19 19:51:38,14.0,34.0
168,2016-11-01,https://github.com/queler/sharetobrowser,aq.com.sharetobrowser,System,sharetobrowser,queler,6.0,1.0,2016-10-31 19:55:21,1.0,2.0
169,2016-11-01,https://github.com/phikal/ReGeX,com.phikal.regex,Games,ReGeX,phikal,93.0,7.0,2015-07-26 20:45:50,9.0,44.0
170,2016-11-01,https://github.com/k3b/ContentProviderHelper,de.k3b.android.contentproviderhelper,Development,ContentProviderHelper,k3b,18.0,2.0,2015-05-28 09:57:36,1.0,3.0
171,2016-11-01,https://github.com/dozingcat/Vector-Pinball,com.dozingcatsoftware.bouncy,Games,Vector-Pinball,dozingcat,114.0,1.0,2010-11-20 06:27:38,69.0,109.0
172,2016-11-01,https://github.com/dotWee/MicroPinner,de.dotwee.micropinner,Theming,MicroPinner,dotWee,303.0,4.0,2015-06-11 14:41:58,11.0,25.0
173,2016-11-01,https://github.com/bailuk/AAT,ch.bailu.aat,Navigation,AAT,bailuk,171.0,2.0,2015-11-29 11:50:36,6.0,5.0
174,2016-10-31,https://github.com/mjdenham/and-bible,net.bible.android.activity,Reading,and-bible,mjdenham,1883.0,6.0,2011-09-26 21:24:29,83.0,131.0
175,2016-10-31,https://github.com/iSoron/uhabits,org.isoron.uhabits,Sports & Health,uhabits,iSoron,836.0,10.0,2014-11-08 11:07:12,197.0,792.0
176,2016-10-31,https://github.com/engSERGIU/React,io.github.engsergiu.react,Games,React,engSERGIU,26.0,2.0,2016-09-24 08:45:36,1.0,5.0
177,2016-10-31,https://github.com/MajeurAndroid/Applications-Info,com.majeur.applicationsinfo,System,Applications-Info,MajeurAndroid,17.0,1.0,2015-04-03 20:45:06,18.0,53.0
178,2016-10-29,https://github.com/greenaddress/abcore,com.greenaddress.abcore,Money,abcore,greenaddress,141.0,2.0,2016-01-06 23:28:10,10.0,13.0
179,2016-10-29,https://github.com/TwidereProject/Twidere-Android,org.mariotaku.twidere,Internet,Twidere-Android,TwidereProject,1628.0,20.0,2014-07-03 05:48:27,234.0,1031.0
180,2016-10-28,https://github.com/yassirh/digital-ocean-swimmer,com.yassirh.digitalocean,Internet,digital-ocean-swimmer,yassirh,232.0,9.0,2013-12-02 18:02:57,53.0,175.0
181,2016-10-28,https://github.com/y20k/transistor,org.y20k.transistor,Multimedia,transistor,y20k,474.0,20.0,2015-10-01 11:55:36,27.0,43.0
182,2016-10-28,https://github.com/wallabag/android-app,fr.gaulupeau.apps.InThePoche,Internet,android-app,wallabag,676.0,26.0,2014-02-07 13:44:17,63.0,134.0
183,2016-10-28,https://github.com/ram-on/SkyTube,free.rm.skytube.oss,Multimedia,SkyTube,ram-on,150.0,3.0,2015-11-20 11:48:20,20.0,69.0
184,2016-10-28,https://github.com/proninyaroslav/libretorrent,org.proninyaroslav.libretorrent,Internet,libretorrent,proninyaroslav,140.0,12.0,2016-10-18 15:38:44,46.0,293.0
185,2016-10-28,https://github.com/physphil/UnitConverterUltimate,com.physphil.android.unitconverterultimate,Science & Education,UnitConverterUltimate,physphil,51.0,9.0,2014-06-06 20:27:50,29.0,43.0
186,2016-10-28,https://github.com/ligi/MaterialTeaTimer,org.ligi.materialteatimer,Time,MaterialTeaTimer,ligi,51.0,3.0,2016-10-15 04:30:52,4.0,7.0
187,2016-10-28,https://github.com/kconger/org.thecongers.mtpms,org.thecongers.mtpms,Science & Education,org.thecongers.mtpms,kconger,51.0,2.0,2015-01-13 16:33:18,4.0,14.0
188,2016-10-28,https://github.com/julian-klode/dns66,org.jak_linux.dns66,Internet,dns66,julian-klode,104.0,4.0,2016-10-15 15:27:17,23.0,317.0
189,2016-10-28,https://github.com/beriain/PolarClock,eu.polarclock,Time,PolarClock,beriain,41.0,2.0,2016-09-29 13:26:50,2.0,1.0
190,2016-10-27,https://github.com/mikifus/padland,com.mikifus.padland,Writing,padland,mikifus,155.0,5.0,2015-01-16 22:12:00,8.0,16.0
191,2016-10-27,https://github.com/bottiger/SoundWaves,org.bottiger.podcast,Multimedia,SoundWaves,bottiger,2030.0,6.0,2012-07-18 06:45:31,9.0,68.0
192,2016-10-27,https://github.com/Kestutis-Z/World-Weather,com.haringeymobile.ukweather,Time,World-Weather,Kestutis-Z,110.0,11.0,2015-01-08 23:21:04,3.0,7.0
193,2016-10-25,https://github.com/wolpi/prim-ftpd,org.primftpd,Connectivity,prim-ftpd,wolpi,359.0,7.0,2012-06-03 16:24:33,19.0,76.0
194,2016-10-25,https://github.com/vuze/vuze-remote-for-android,com.vuze.android.remote,Internet,vuze-remote-for-android,vuze,39.0,1.0,2015-01-08 21:25:38,4.0,2.0
195,2016-10-25,https://github.com/rignaneseleo/SlimSocial-for-Twitter,it.rignanese.leo.slimtwitter,Internet,SlimSocial-for-Twitter,rignaneseleo,17.0,3.0,2015-12-11 20:41:39,5.0,3.0
196,2016-10-25,https://github.com/rignaneseleo/SlimSocial-for-Facebook,it.rignanese.leo.slimfacebook,Internet,SlimSocial-for-Facebook,rignaneseleo,106.0,7.0,2015-11-11 17:50:06,24.0,40.0
197,2016-10-25,https://github.com/qqq3/good-weather,org.asdtm.goodweather,Internet,good-weather,qqq3,587.0,4.0,2015-11-20 08:38:16,8.0,19.0
198,2016-10-25,https://github.com/no-go/UART-Smartwatch,click.dummer.UartSmartwatch,Connectivity,UART-Smartwatch,no-go,1.0,1.0,2016-09-10 14:51:26,0.0,9.0
199,2016-10-25,https://github.com/grote/Transportr,de.grobox.liberario,Navigation,Transportr,grote,795.0,24.0,2013-09-06 10:00:57,58.0,200.0
200,2016-10-25,https://github.com/cbeyls/fosdem-companion-android,be.digitalia.fosdem,Time,fosdem-companion-android,cbeyls,254.0,1.0,2014-01-14 20:52:08,52.0,65.0
201,2016-10-25,https://github.com/btcontract/wallet,com.btcontract.wallet,Money,wallet,btcontract,248.0,3.0,2015-07-15 17:22:15,16.0,15.0
202,2016-10-25,https://github.com/JakeLane/Toffeed,me.jakelane.wrapperforfacebook,Internet,Toffeed,JakeLane,118.0,4.0,2015-11-24 05:36:26,15.0,32.0
